CUM;ATC INVIMA;DESCRIPCIÓN ATC;FORMA FARMACÉUTICA;PRODUCTO;CANTIDAD PRINCIPIO ACTIVO;CANTIDAD PRINCIPIO ACTIVO SEGUNDARIO;UNIDAD BASE;VOLUMEN;UNIDAD VOLUMEN;PESO;UNIDAD PESO;CONCENTRACIÓN;UNIDAD CONCENTRACIÓN;CANTIDAD PRINCIPIO ACTIVO POR PRESENTACIÓN COMERCIAL;TITULAR;ESTADO CUM - Marzo 2014;UNIDADES POR PRESENTACIÓN COMERCIAL;UNIDAD DE DISPENSACIÓN DE LA PRESENTACION COMERCIAL;PRESENTACIÓN COMERCIAL;ID MERCADO RELEVANTE;MERCADO RELEVANTE;CIRCULAR - CNPMDM;FECHA DE ENTRADA EN VIGENCIA;MARGEN DE IPS -CIRCULAR 01 2014;ALEMANIA;ARGENTINA;AUSTRALIA;BRASIL;CANADA;CHILE;COLOMBIA;ECUADOR;EE.UU.;ESPAÑA;FRANCIA;MEXICO;NORUEGA;PANAMA;PERU;PORTUGAL;REINO UNIDO;URUGUAY
20010367-12;J01DH02;MEROPENEM;POLVO RECONSTITUIR A SOLUCION / SUSPENSION INYECTABLE;MEROBAC;1000;;mg;30;ml;;;33.3333333333333;mg/ml;100000;PROCAPS;VIGENTE;100;VIALES;100 VIALES;109;MEROPENEM - Polvo liofilizado p/reconstituir a Sol.Inyectable;Circular 07 de 2013;14-ene-14;170723.76;;;;13043242.01;;6635326.68;4877821.65;;2699591.2;3667850.85;7148811.28;5639047.54;4877821.65;;17321626.51;;6671078.59;
20010367-2;J01DH02;MEROPENEM;POLVO RECONSTITUIR A SOLUCION / SUSPENSION INYECTABLE;MEROBAC;1000;;mg;30;ml;;;33.3333333333333;mg/ml;5000;PROCAPS;VIGENTE;5;VIALES;5 VIALES;109;MEROPENEM - Polvo liofilizado p/reconstituir a Sol.Inyectable;Circular 07 de 2013;14-ene-14;17072.38;;;;652162.1;;331766.33;243891.08;;134979.56;183392.54;357440.56;281952.38;243891.08;;866081.33;;333553.93;
20010367-3;J01DH02;MEROPENEM;POLVO RECONSTITUIR A SOLUCION / SUSPENSION INYECTABLE;MEROBAC;1000;;mg;30;ml;;;33.3333333333333;mg/ml;10000;PROCAPS;VIGENTE;10;VIALES;10 VIALES;109;MEROPENEM - Polvo liofilizado p/reconstituir a Sol.Inyectable;Circular 07 de 2013;14-ene-14;34144.75;;;;1304324.2;;663532.67;487782.16;;269959.12;366785.08;714881.13;563904.75;487782.16;;1732162.65;;667107.86;
20010367-4;J01DH02;MEROPENEM;POLVO RECONSTITUIR A SOLUCION / SUSPENSION INYECTABLE;MEROBAC;1000;;mg;30;ml;;;33.3333333333333;mg/ml;25000;PROCAPS;VIGENTE;25;VIALES;25 VIALES;109;MEROPENEM - Polvo liofilizado p/reconstituir a Sol.Inyectable;Circular 07 de 2013;14-ene-14;42680.94;;;;3260810.5;;1658831.67;1219455.41;;674897.8;916962.71;1787202.82;1409761.89;1219455.41;;4330406.63;;1667769.65;
20010367-5;J01DH02;MEROPENEM;POLVO RECONSTITUIR A SOLUCION / SUSPENSION INYECTABLE;MEROBAC;1000;;mg;30;ml;;;33.3333333333333;mg/ml;50000;PROCAPS;VIGENTE;50;VIALES;50 VIALES;109;MEROPENEM - Polvo liofilizado p/reconstituir a Sol.Inyectable;Circular 07 de 2013;14-ene-14;85361.88;;;;6521621.01;;3317663.34;2438910.82;;1349795.6;1833925.42;3574405.64;2819523.77;2438910.82;;8660813.26;;3335539.3;
20010367-6;J01DH02;MEROPENEM;POLVO RECONSTITUIR A SOLUCION / SUSPENSION INYECTABLE;MEROBAC;1000;;mg;30;ml;;;33.3333333333333;mg/ml;100000;PROCAPS;VIGENTE;100;VIALES;100 VIALES;109;MEROPENEM - Polvo liofilizado p/reconstituir a Sol.Inyectable;Circular 07 de 2013;14-ene-14;170723.76;;;;13043242.01;;6635326.68;4877821.65;;2699591.2;3667850.85;7148811.28;5639047.54;4877821.65;;17321626.51;;6671078.59;
20010367-7;J01DH02;MEROPENEM;POLVO RECONSTITUIR A SOLUCION / SUSPENSION INYECTABLE;MEROBAC;1000;;mg;30;ml;;;33.3333333333333;mg/ml;1000;PROCAPS;VIGENTE;1;VIAL;1 VIAL;109;MEROPENEM - Polvo liofilizado p/reconstituir a Sol.Inyectable;Circular 07 de 2013;14-ene-14;3414.48;;;;130432.42;;66353.27;48778.22;;26995.91;36678.51;71488.11;56390.48;48778.22;;173216.27;;66710.79;
20010367-8;J01DH02;MEROPENEM;POLVO RECONSTITUIR A SOLUCION / SUSPENSION INYECTABLE;MEROBAC;1000;;mg;30;ml;;;33.3333333333333;mg/ml;5000;PROCAPS;VIGENTE;5;VIALES;5 VIALES;109;MEROPENEM - Polvo liofilizado p/reconstituir a Sol.Inyectable;Circular 07 de 2013;14-ene-14;17072.38;;;;652162.1;;331766.33;243891.08;;134979.56;183392.54;357440.56;281952.38;243891.08;;866081.33;;333553.93;
20010367-9;J01DH02;MEROPENEM;POLVO RECONSTITUIR A SOLUCION / SUSPENSION INYECTABLE;MEROBAC;1000;;mg;30;ml;;;33.3333333333333;mg/ml;10000;PROCAPS;VIGENTE;10;VIALES;10 VIALES;109;MEROPENEM - Polvo liofilizado p/reconstituir a Sol.Inyectable;Circular 07 de 2013;14-ene-14;34144.75;;;;1304324.2;;663532.67;487782.16;;269959.12;366785.08;714881.13;563904.75;487782.16;;1732162.65;;667107.86;
20010478-1;J01DH02;MEROPENEM;POLVO RECONSTITUIR A SOLUCION / SUSPENSION INYECTABLE;MEROBAC;500;;mg;20;ml;;;25;mg/ml;500;PROCAPS;VIGENTE;1;VIAL;1 VIAL;109;MEROPENEM - Polvo liofilizado p/reconstituir a Sol.Inyectable;Circular 07 de 2013;14-ene-14;1707.24;;;;65216.21;;33176.63;24389.11;;13497.96;18339.25;35744.06;28195.24;24389.11;;86608.13;;33355.39;
20010478-10;J01DH02;MEROPENEM;POLVO RECONSTITUIR A SOLUCION / SUSPENSION INYECTABLE;MEROBAC;500;;mg;20;ml;;;25;mg/ml;12500;PROCAPS;VIGENTE;25;VIALES;25 VIALES;109;MEROPENEM - Polvo liofilizado p/reconstituir a Sol.Inyectable;Circular 07 de 2013;14-ene-14;42680.94;;;;1630405.25;;829415.84;609727.71;;337448.9;458481.36;893601.41;704880.94;609727.71;;2165203.31;;833884.82;
20010478-11;J01DH02;MEROPENEM;POLVO RECONSTITUIR A SOLUCION / SUSPENSION INYECTABLE;MEROBAC;500;;mg;20;ml;;;25;mg/ml;25000;PROCAPS;VIGENTE;50;VIALES;50 VIALES;109;MEROPENEM - Polvo liofilizado p/reconstituir a Sol.Inyectable;Circular 07 de 2013;14-ene-14;42680.94;;;;3260810.5;;1658831.67;1219455.41;;674897.8;916962.71;1787202.82;1409761.89;1219455.41;;4330406.63;;1667769.65;
20010478-12;J01DH02;MEROPENEM;POLVO RECONSTITUIR A SOLUCION / SUSPENSION INYECTABLE;MEROBAC;500;;mg;20;ml;;;25;mg/ml;50000;PROCAPS;VIGENTE;100;VIALES;100 VIALES;109;MEROPENEM - Polvo liofilizado p/reconstituir a Sol.Inyectable;Circular 07 de 2013;14-ene-14;85361.88;;;;6521621.01;;3317663.34;2438910.82;;1349795.6;1833925.42;3574405.64;2819523.77;2438910.82;;8660813.26;;3335539.3;
20010478-2;J01DH02;MEROPENEM;POLVO RECONSTITUIR A SOLUCION / SUSPENSION INYECTABLE;MEROBAC;500;;mg;20;ml;;;25;mg/ml;2500;PROCAPS;VIGENTE;5;VIALES;5 VIALES;109;MEROPENEM - Polvo liofilizado p/reconstituir a Sol.Inyectable;Circular 07 de 2013;14-ene-14;8536.19;;;;326081.05;;165883.17;121945.54;;67489.78;91696.27;178720.28;140976.19;121945.54;;433040.66;;166776.96;
20010478-3;J01DH02;MEROPENEM;POLVO RECONSTITUIR A SOLUCION / SUSPENSION INYECTABLE;MEROBAC;500;;mg;20;ml;;;25;mg/ml;5000;PROCAPS;VIGENTE;10;VIALES;10 VIALES;109;MEROPENEM - Polvo liofilizado p/reconstituir a Sol.Inyectable;Circular 07 de 2013;14-ene-14;17072.38;;;;652162.1;;331766.33;243891.08;;134979.56;183392.54;357440.56;281952.38;243891.08;;866081.33;;333553.93;
20010478-4;J01DH02;MEROPENEM;POLVO RECONSTITUIR A SOLUCION / SUSPENSION INYECTABLE;MEROBAC;500;;mg;20;ml;;;25;mg/ml;12500;PROCAPS;VIGENTE;25;VIALES;25 VIALES;109;MEROPENEM - Polvo liofilizado p/reconstituir a Sol.Inyectable;Circular 07 de 2013;14-ene-14;42680.94;;;;1630405.25;;829415.84;609727.71;;337448.9;458481.36;893601.41;704880.94;609727.71;;2165203.31;;833884.82;
20010478-5;J01DH02;MEROPENEM;POLVO RECONSTITUIR A SOLUCION / SUSPENSION INYECTABLE;MEROBAC;500;;mg;20;ml;;;25;mg/ml;25000;PROCAPS;VIGENTE;50;VIALES;50 VIALES;109;MEROPENEM - Polvo liofilizado p/reconstituir a Sol.Inyectable;Circular 07 de 2013;14-ene-14;42680.94;;;;3260810.5;;1658831.67;1219455.41;;674897.8;916962.71;1787202.82;1409761.89;1219455.41;;4330406.63;;1667769.65;
20010478-6;J01DH02;MEROPENEM;POLVO RECONSTITUIR A SOLUCION / SUSPENSION INYECTABLE;MEROBAC;500;;mg;20;ml;;;25;mg/ml;50000;PROCAPS;VIGENTE;100;VIALES;100 VIALES;109;MEROPENEM - Polvo liofilizado p/reconstituir a Sol.Inyectable;Circular 07 de 2013;14-ene-14;85361.88;;;;6521621.01;;3317663.34;2438910.82;;1349795.6;1833925.42;3574405.64;2819523.77;2438910.82;;8660813.26;;3335539.3;
20010478-7;J01DH02;MEROPENEM;POLVO RECONSTITUIR A SOLUCION / SUSPENSION INYECTABLE;MEROBAC;500;;mg;20;ml;;;25;mg/ml;500;PROCAPS;VIGENTE;1;VIAL;1 VIAL;109;MEROPENEM - Polvo liofilizado p/reconstituir a Sol.Inyectable;Circular 07 de 2013;14-ene-14;1707.24;;;;65216.21;;33176.63;24389.11;;13497.96;18339.25;35744.06;28195.24;24389.11;;86608.13;;33355.39;
20010478-8;J01DH02;MEROPENEM;POLVO RECONSTITUIR A SOLUCION / SUSPENSION INYECTABLE;MEROBAC;500;;mg;20;ml;;;25;mg/ml;2500;PROCAPS;VIGENTE;5;VIALES;5 VIALES;109;MEROPENEM - Polvo liofilizado p/reconstituir a Sol.Inyectable;Circular 07 de 2013;14-ene-14;8536.19;;;;326081.05;;165883.17;121945.54;;67489.78;91696.27;178720.28;140976.19;121945.54;;433040.66;;166776.96;
20010478-9;J01DH02;MEROPENEM;POLVO RECONSTITUIR A SOLUCION / SUSPENSION INYECTABLE;MEROBAC;500;;mg;20;ml;;;25;mg/ml;5000;PROCAPS;VIGENTE;10;VIALES;10 VIALES;109;MEROPENEM - Polvo liofilizado p/reconstituir a Sol.Inyectable;Circular 07 de 2013;14-ene-14;17072.38;;;;652162.1;;331766.33;243891.08;;134979.56;183392.54;357440.56;281952.38;243891.08;;866081.33;;333553.93;
201199-2;J01DH02;MEROPENEM;POLVO RECONSTITUIR A SOLUCION / SUSPENSION INYECTABLE;MERONEM;1000;;mg;30;ml;;;33.3333333333333;mg/ml;10000;ASTRAZENECA;VIGENTE;10;AMPOLLAS;10 AMPOLLAS;109;MEROPENEM - Polvo liofilizado p/reconstituir a Sol.Inyectable;Circular 07 de 2013;14-ene-14;34144.75;;;;1304324.2;;663532.67;487782.16;;269959.12;366785.08;714881.13;563904.75;487782.16;;1732162.65;;667107.86;
201199-3;J01DH02;MEROPENEM;POLVO RECONSTITUIR A SOLUCION / SUSPENSION INYECTABLE;MERONEM;1000;;mg;30;ml;;;33.3333333333333;mg/ml;10000;ASTRAZENECA;VIGENTE;10;AMPOLLAS;10 AMPOLLAS;109;MEROPENEM - Polvo liofilizado p/reconstituir a Sol.Inyectable;Circular 07 de 2013;14-ene-14;34144.75;;;;1304324.2;;663532.67;487782.16;;269959.12;366785.08;714881.13;563904.75;487782.16;;1732162.65;;667107.86;
201200-1;J01DH02;MEROPENEM;POLVO RECONSTITUIR A SOLUCION / SUSPENSION INYECTABLE;MERONEM;500;;mg;20;ml;;;25;mg/ml;5000;ASTRAZENECA;VIGENTE;10;AMPOLLAS;10 AMPOLLAS;109;MEROPENEM - Polvo liofilizado p/reconstituir a Sol.Inyectable;Circular 07 de 2013;14-ene-14;17072.38;;;;652162.1;;331766.33;243891.08;;134979.56;183392.54;357440.56;281952.38;243891.08;;866081.33;;333553.93;
201200-3;J01DH02;MEROPENEM;POLVO RECONSTITUIR A SOLUCION / SUSPENSION INYECTABLE;MERONEM;500;;mg;20;ml;;;25;mg/ml;5000;ASTRAZENECA;VIGENTE;10;AMPOLLAS;10 AMPOLLAS;109;MEROPENEM - Polvo liofilizado p/reconstituir a Sol.Inyectable;Circular 07 de 2013;14-ene-14;17072.38;;;;652162.1;;331766.33;243891.08;;134979.56;183392.54;357440.56;281952.38;243891.08;;866081.33;;333553.93;
19954124-1;N04BC05;PRAMIPEXOLA;TABLETA / CAPSULA;MIRAPEX;1;;mg;;;;;;;30;BOEHRINGER;VIGENTE;30;TABLETAS;30 TABLETAS;115;PRAMIPEXOLA - Tableta/Capsula;Circular 07 de 2013;14-ene-14;4575.51;;;58343.83;107459,00;143071.73;;65364.42;90072.74;642577.98;66961.21;60574.07;80790.03;;;;;;
19954124-2;N04BC05;PRAMIPEXOLA;TABLETA / CAPSULA;MIRAPEX;1;;mg;;;;;;;60;BOEHRINGER;VIGENTE;60;TABLETAS;60 TABLETAS;115;PRAMIPEXOLA - Tableta/Capsula;Circular 07 de 2013;14-ene-14;9151.02;;;116687.66;214918,00;286143.45;;130728.85;180145.47;1285155.95;133922.42;121148.14;161580.05;;;;;;
19954124-3;N04BC05;PRAMIPEXOLA;TABLETA / CAPSULA;MIRAPEX;1;;mg;;;;;;;100;BOEHRINGER;VIGENTE;100;TABLETAS;100 TABLETAS;115;PRAMIPEXOLA - Tableta/Capsula;Circular 07 de 2013;14-ene-14;15251.7;;;194479.43;358196.66;476905.76;;217881.41;300242.45;2141926.58;223204.03;201913.56;269300.09;;;;;;
19954124-4;N04BC05;PRAMIPEXOLA;TABLETA / CAPSULA;MIRAPEX;1;;mg;;;;;;;10;BOEHRINGER;VIGENTE;10;TABLETAS;10 TABLETAS;115;PRAMIPEXOLA - Tableta/Capsula;Circular 07 de 2013;14-ene-14;1525.17;;;19447.94;35819.67;47690.58;;21788.14;30024.25;214192.66;22320.4;20191.36;26930.01;;;;;;
19954126-1;N04BC05;PRAMIPEXOLA;TABLETA / CAPSULA;MIRAPEX;0.25;;mg;;;;;;;7.5;BOEHRINGER;VIGENTE;30;TABLETAS;30 TABLETAS;115;PRAMIPEXOLA - Tableta/Capsula;Circular 07 de 2013;14-ene-14;1143.88;;;14585.96;26864.75;35767.93;;16341.11;22518.18;160644.49;16740.3;15143.52;20197.51;;;;;;
19954126-2;N04BC05;PRAMIPEXOLA;TABLETA / CAPSULA;MIRAPEX;0.25;;mg;;;;;;;15;BOEHRINGER;VIGENTE;60;TABLETAS;60 TABLETAS;115;PRAMIPEXOLA - Tableta/Capsula;Circular 07 de 2013;14-ene-14;2287.75;;;29171.91;53729.5;71535.86;;32682.21;45036.37;321288.99;33480.6;30287.03;40395.01;;;;;;
19954126-3;N04BC05;PRAMIPEXOLA;TABLETA / CAPSULA;MIRAPEX;0.25;;mg;;;;;;;25;BOEHRINGER;VIGENTE;100;TABLETAS;100 TABLETAS;115;PRAMIPEXOLA - Tableta/Capsula;Circular 07 de 2013;14-ene-14;3812.92;;;48619.86;89549.17;119226.44;;54470.35;75060.61;535481.65;55801.01;50478.39;67325.02;;;;;;
19954126-4;N04BC05;PRAMIPEXOLA;TABLETA / CAPSULA;MIRAPEX;0.25;;mg;;;;;;;2.5;BOEHRINGER;VIGENTE;10;TABLETAS;10 TABLETAS;115;PRAMIPEXOLA - Tableta/Capsula;Circular 07 de 2013;14-ene-14;381.29;;;4861.99;8954.92;11922.64;;5447.04;7506.06;53548.16;5580.1;5047.84;6732.5;;;;;;
20015270-1;N04BC05;PRAMIPEXOLA;TABLETA / CAPSULA DE LIBERACION PROLONGADA;MIRAPEX ER;1.5;;mg;;;;;;;15;BOEHRINGER;VIGENTE;10;TABLETAS;10 TABLETAS;115;PRAMIPEXOLA - Tableta/Capsula;Circular 07 de 2013;14-ene-14;2287.75;;;29171.91;53729.5;71535.86;;32682.21;45036.37;321288.99;33480.6;30287.03;40395.01;;;;;;
20015270-2;N04BC05;PRAMIPEXOLA;TABLETA / CAPSULA DE LIBERACION PROLONGADA;MIRAPEX ER;1.5;;mg;;;;;;;45;BOEHRINGER;VIGENTE;30;TABLETAS;30 TABLETAS;115;PRAMIPEXOLA - Tableta/Capsula;Circular 07 de 2013;14-ene-14;6863.26;;;87515.74;161188.5;214607.59;;98046.64;135109.1;963866.96;100441.81;90861.1;121185.04;;;;;;
20015270-3;N04BC05;PRAMIPEXOLA;TABLETA / CAPSULA DE LIBERACION PROLONGADA;MIRAPEX ER;1.5;;mg;;;;;;;90;BOEHRINGER;VIGENTE;60;TABLETAS;60 TABLETAS;115;PRAMIPEXOLA - Tableta/Capsula;Circular 07 de 2013;14-ene-14;13726.53;;;175031.49;322377,00;429215.18;;196093.27;270218.21;1927733.93;200883.63;181722.2;242370.08;;;;;;
20015270-4;N04BC05;PRAMIPEXOLA;TABLETA / CAPSULA DE LIBERACION PROLONGADA;MIRAPEX ER;1.5;;mg;;;;;;;150;BOEHRINGER;VIGENTE;100;TABLETAS;100 TABLETAS;115;PRAMIPEXOLA - Tableta/Capsula;Circular 07 de 2013;14-ene-14;22877.55;;;291719.14;537295,00;715358.64;;326822.12;450363.68;3212889.88;334806.04;302870.34;403950.13;;;;;;
20015271-1;N04BC05;PRAMIPEXOLA;TABLETA / CAPSULA DE LIBERACION PROLONGADA;MIRAPEX ER;0.75;;mg;;;;;;;22.5;BOEHRINGER;VIGENTE;30;TABLETAS;30 TABLETAS;115;PRAMIPEXOLA - Tableta/Capsula;Circular 07 de 2013;14-ene-14;3431.63;;;43757.87;80594.25;107303.8;;49023.32;67554.55;481933.48;50220.91;45430.55;60592.52;;;;;;
20015271-2;N04BC05;PRAMIPEXOLA;TABLETA / CAPSULA DE LIBERACION PROLONGADA;MIRAPEX ER;0.75;;mg;;;;;;;45;BOEHRINGER;VIGENTE;60;TABLETAS;60 TABLETAS;115;PRAMIPEXOLA - Tableta/Capsula;Circular 07 de 2013;14-ene-14;6863.26;;;87515.74;161188.5;214607.59;;98046.64;135109.1;963866.96;100441.81;90861.1;121185.04;;;;;;
20015271-3;N04BC05;PRAMIPEXOLA;TABLETA / CAPSULA DE LIBERACION PROLONGADA;MIRAPEX ER;0.75;;mg;;;;;;;75;BOEHRINGER;VIGENTE;100;TABLETAS;100 TABLETAS;115;PRAMIPEXOLA - Tableta/Capsula;Circular 07 de 2013;14-ene-14;11438.77;;;145859.57;268647.5;357679.32;;163411.06;225181.84;1606444.94;167403.02;151435.17;201975.07;;;;;;
20015271-4;N04BC05;PRAMIPEXOLA;TABLETA / CAPSULA DE LIBERACION PROLONGADA;MIRAPEX ER;0.75;;mg;;;;;;;7.5;BOEHRINGER;VIGENTE;10;TABLETAS;10 TABLETAS;115;PRAMIPEXOLA - Tableta/Capsula;Circular 07 de 2013;14-ene-14;1143.88;;;14585.96;26864.75;35767.93;;16341.11;22518.18;160644.49;16740.3;15143.52;20197.51;;;;;;
20015272-1;N04BC05;PRAMIPEXOLA;TABLETA / CAPSULA DE LIBERACION PROLONGADA;MIRAPEX ER;375;;mg;;;;;;;11.25;BOEHRINGER;VIGENTE;30;COMPRIMIDOS;30 COMPRIMIDOS;115;PRAMIPEXOLA - Tableta/Capsula;Circular 07 de 2013;14-ene-14;1715.82;;;21878.94;40297.12;53651.9;;24511.66;33777.28;240966.74;25110.45;22715.28;30296.26;;;;;;
20015272-2;N04BC05;PRAMIPEXOLA;TABLETA / CAPSULA DE LIBERACION PROLONGADA;MIRAPEX ER;375;;mg;;;;;;;22.5;BOEHRINGER;VIGENTE;60;COMPRIMIDOS;60 COMPRIMIDOS;115;PRAMIPEXOLA - Tableta/Capsula;Circular 07 de 2013;14-ene-14;3431.63;;;43757.87;80594.25;107303.8;;49023.32;67554.55;481933.48;50220.91;45430.55;60592.52;;;;;;
20015272-3;N04BC05;PRAMIPEXOLA;TABLETA / CAPSULA DE LIBERACION PROLONGADA;MIRAPEX ER;375;;mg;;;;;;;37.5;BOEHRINGER;VIGENTE;100;COMPRIMIDOS;100 COMPRIMIDOS;115;PRAMIPEXOLA - Tableta/Capsula;Circular 07 de 2013;14-ene-14;5719.39;;;72929.79;134323.75;178839.66;;81705.53;112590.92;803222.47;83701.51;75717.58;100987.53;;;;;;
20015272-5;N04BC05;PRAMIPEXOLA;TABLETA / CAPSULA DE LIBERACION PROLONGADA;MIRAPEX ER;375;;mg;;;;;;;3.75;BOEHRINGER;VIGENTE;10;COMPRIMIDOS;10 COMPRIMIDOS;115;PRAMIPEXOLA - Tableta/Capsula;Circular 07 de 2013;14-ene-14;571.94;;;7292.98;13432.37;17883.97;;8170.55;11259.09;80322.25;8370.15;7571.76;10098.75;;;;;;
20015274-1;N04BC05;PRAMIPEXOLA;TABLETA / CAPSULA DE LIBERACION PROLONGADA;MIRAPEX ER;4.5;;mg;;;;;;;45;BOEHRINGER;VIGENTE;10;COMPRIMIDOS;10 COMPRIMIDOS;115;PRAMIPEXOLA - Tableta/Capsula;Circular 07 de 2013;14-ene-14;6863.26;;;87515.74;161188.5;214607.59;;98046.64;135109.1;963866.96;100441.81;90861.1;121185.04;;;;;;
20015274-2;N04BC05;PRAMIPEXOLA;TABLETA / CAPSULA DE LIBERACION PROLONGADA;MIRAPEX ER;4.5;;mg;;;;;;;135;BOEHRINGER;VIGENTE;30;COMPRIMIDOS;30 COMPRIMIDOS;115;PRAMIPEXOLA - Tableta/Capsula;Circular 07 de 2013;14-ene-14;20589.79;;;262547.23;483565.5;643822.77;;294139.91;405327.31;2891600.89;301325.44;272583.3;363555.12;;;;;;
20015274-3;N04BC05;PRAMIPEXOLA;TABLETA / CAPSULA DE LIBERACION PROLONGADA;MIRAPEX ER;4.5;;mg;;;;;;;270;BOEHRINGER;VIGENTE;60;COMPRIMIDOS;60 COMPRIMIDOS;115;PRAMIPEXOLA - Tableta/Capsula;Circular 07 de 2013;14-ene-14;41179.59;;;525094.46;967130.99;1287645.54;;588279.81;810654.62;5783201.78;602650.88;545166.61;727110.24;;;;;;
20015274-4;N04BC05;PRAMIPEXOLA;TABLETA / CAPSULA DE LIBERACION PROLONGADA;MIRAPEX ER;4.5;;mg;;;;;;;450;BOEHRINGER;VIGENTE;100;COMPRIMIDOS;100 COMPRIMIDOS;115;PRAMIPEXOLA - Tableta/Capsula;Circular 07 de 2013;14-ene-14;68632.64;;;875157.43;1611884.99;2146075.91;;980466.35;1351091.03;9638669.63;1004418.13;908611.01;1211850.4;;;;;;
20015273-1;N04BC05;PRAMIPEXOLA;TABLETA / CAPSULA DE LIBERACION PROLONGADA;MIRAPEX ER;3;;mg;;;;;;;90;BOEHRINGER;VIGENTE;30;TABLETAS;30 TABLETAS;115;PRAMIPEXOLA - Tableta/Capsula;Circular 07 de 2013;14-ene-14;13726.53;;;175031.49;322377,00;429215.18;;196093.27;270218.21;1927733.93;200883.63;181722.2;242370.08;;;;;;
20015273-2;N04BC05;PRAMIPEXOLA;TABLETA / CAPSULA DE LIBERACION PROLONGADA;MIRAPEX ER;3;;mg;;;;;;;180;BOEHRINGER;VIGENTE;60;TABLETAS;60 TABLETAS;115;PRAMIPEXOLA - Tableta/Capsula;Circular 07 de 2013;14-ene-14;27453.06;;;350062.97;644754,00;858430.36;;392186.54;540436.41;3855467.85;401767.25;363444.41;484740.16;;;;;;
20015273-3;N04BC05;PRAMIPEXOLA;TABLETA / CAPSULA DE LIBERACION PROLONGADA;MIRAPEX ER;3;;mg;;;;;;;300;BOEHRINGER;VIGENTE;100;TABLETAS;100 TABLETAS;115;PRAMIPEXOLA - Tableta/Capsula;Circular 07 de 2013;14-ene-14;45755.1;;;583438.29;1074589.99;1430717.27;;653644.24;900727.35;6425779.75;669612.09;605740.68;807900.26;;;;;;
20015273-4;N04BC05;PRAMIPEXOLA;TABLETA / CAPSULA DE LIBERACION PROLONGADA;MIRAPEX ER;3;;mg;;;;;;;30;BOEHRINGER;VIGENTE;10;TABLETAS;10 TABLETAS;115;PRAMIPEXOLA - Tableta/Capsula;Circular 07 de 2013;14-ene-14;4575.51;;;58343.83;107459,00;143071.73;;65364.42;90072.74;642577.98;66961.21;60574.07;80790.03;;;;;;
19934076-1;L04AA06;MICOFENOLICO  ACIDO;TABLETA / CAPSULA;MYFORTIC;360;;mg;;;;;;;43200;NOVARTIS;VIGENTE;120;TABLETAS;120 TABLETAS;111;MICOFENOLICO  ACIDO - Tableta/Capsula;Circular 07 de 2013;14-ene-14;29652.61;;;746118.31;578195.95;758099.55;;423608.74;;1820296.83;423608.74;451913.34;154167.36;360904.81;1116271.89;782638.22;409796.46;542710.89;659532.24
19934077-1;L04AA06;MICOFENOLICO  ACIDO;TABLETA / CAPSULA;MYFORTIC;180;;mg;;;;;;;21600;NOVARTIS;VIGENTE;120;COMPRIMIDOS;120 COMPRIMIDOS;111;MICOFENOLICO  ACIDO - Tableta/Capsula;Circular 07 de 2013;14-ene-14;14826.31;;;373059.16;289097.97;379049.77;;211804.37;;910148.42;211804.37;225956.67;77083.68;180452.41;558135.95;391319.11;204898.23;271355.45;329766.12
19945567-2;A02BC05;ESOMEPRAZOL;POLVO RECONSTITUIR A SOLUCION / SUSPENSION INYECTABLE;NEXIUM;40;;mg;;;;;;;400;ASTRAZENECA;VIGENTE;10;VIALES;10 VIALES;82;ESOMEPRAZOL - Polvo liofilizado p/reconstituir a Sol.Inyectable;Circular 01 de 2014;25-abr-14;9943.17;;;;190634.69;;;142045.23;;146625.81;162668.66;;;127086.83;291041.19;377281.5;;137464.65;
19945567-3;A02BC05;ESOMEPRAZOL;POLVO RECONSTITUIR A SOLUCION / SUSPENSION INYECTABLE;NEXIUM;40;;mg;;;;;;;40;ASTRAZENECA;VIGENTE;1;VIAL;1 VIAL;82;ESOMEPRAZOL - Polvo liofilizado p/reconstituir a Sol.Inyectable;Circular 01 de 2014;25-abr-14;994.32;;;;19063.47;;;14204.52;;14662.58;16266.87;;;12708.68;29104.12;37728.15;;13746.46;
19945567-5;A02BC05;ESOMEPRAZOL;POLVO RECONSTITUIR A SOLUCION / SUSPENSION INYECTABLE;NEXIUM;40;;mg;;;;;;;400;ASTRAZENECA;VIGENTE;10;VIALES;10 VIALES;82;ESOMEPRAZOL - Polvo liofilizado p/reconstituir a Sol.Inyectable;Circular 01 de 2014;25-abr-14;9943.17;;;;190634.69;;;142045.23;;146625.81;162668.66;;;127086.83;291041.19;377281.5;;137464.65;
19945567-6;A02BC05;ESOMEPRAZOL;POLVO RECONSTITUIR A SOLUCION / SUSPENSION INYECTABLE;NEXIUM;40;;mg;;;;;;;40;ASTRAZENECA;VIGENTE;1;VIAL;1 VIAL;82;ESOMEPRAZOL - Polvo liofilizado p/reconstituir a Sol.Inyectable;Circular 01 de 2014;25-abr-14;994.32;;;;19063.47;;;14204.52;;14662.58;16266.87;;;12708.68;29104.12;37728.15;;13746.46;
